spotify:track:2sXtyGpTXeeLw5qC5z7dnq,Alma,Old Current 2,il:lo,Sloh,31,0.714,-9.063,0.0323,0.225,0.936,0.093,0.181,104.012,247497
spotify:track:0Z5q5yuouG636swFJBDme5,Sloh,Old Current 2,il:lo,Sloh,26,0.709,-9.914,0.041,0.394,0.925,0.0868,0.222,126.985,374200
spotify:track:71KabPyx7u5LF0F04Kvmgk,a.me,Old Current 2,il:lo,Sloh,24,0.729,-7.995,0.0358,0.183,0.955,0.0807,0.102,115.021,296520
spotify:track:6VuhNBbOKOxOYRDNFP6uB3,Ybbs,Old Current 2,il:lo,Sloh,23,0.722,-9.349,0.028,0.557,0.904,0.102,0.0405,99.018,310848
spotify:track:12KUFSHFgT0XCoiSlvdQi4,Break Free,Old Current 2,Ariana Grande,My Everything (Deluxe),79,0.702,-5.324,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,214840
spotify:track:2QEBXYzURjg7nY8FjbBcUt,All Your Days,Old Current 2,Shallou,All Your Days,41,0.347,-10.245,0.0303,0.444,0.00343,0.111,0.0968,110.011,275013
spotify:track:2kJT4xIBwWNq8Zr4z3yvJk,Magical Thinking - New Dawn Edit,Old Current 2,Shallou,Magical Thinking (New Dawn Edit),26,0.459,-8.435,0.0382,0.0352,0.93,0.0941,0.0649,119.373,151271
spotify:track:4q4WxbXwu1z3BAyTe2hTcF,Fading,Old Current 2,Shallou,Fading,0,0.738,-7.605,0.0348,0.0778,0.000946,0.103,0.482,115.025,283547
spotify:track:7EFDyHsuKyKmWkwNH3W0M2,Mutual Love,Old Current 2,Shallou,Mutual Love,0,0.555,-8.532,0.0596,0.446,0.000111,0.0977,0.2,113.028,183667
spotify:track:2ihCaVdNZmnHZWt0fvAM7B,Little Talks,Old Current 2,Of Monsters and Men,My Head Is An Animal,81,0.757,-5.177,0.032,0.0206,0,0.146,0.417,102.961,266600
spotify:track:7zdLzxX3JvF8qqW2o6UyMN,Arc - Stripped,Old Current 2,Yoste,Arc - Stripped,39,0.433,-12.712,0.0529,0.527,0.304,0.0927,0.224,71.762,206670
spotify:track:0HR67JmWOYHKPrbBdMsFdG,Feelings,Old Current 2,4lienetic,Feelings,28,0.414,-9.445,0.363,0.04,0.914,0.0837,0.0854,140.068,274286
